,issn,file.name,first.doi.x,journal.name.x,num.authors,year.x,intro.type,discussion.type,relevance,sentence,epub,Full.title,Title20,Category_name,,Approach
4105,NA,PMC2848656.nxml,10.1186/1471-2148-10-76,BMC Evol Biol,4,2010,Section title,Section title,," To be able to distinguish the effects of drift and selection on these populations, we performed the experiment with twelve replicated populations at both high and low relatedness.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4106,NA,PMC1796853.nxml,10.1186/1471-2148-7-8,BMC Evol Biol,2,2007,Section title,Section title,," Except for the control region, which is difficult to align across highly divergent taxa, all sequences were used in an analysis employing a pseudoreplicate-generated, site-specific rate model, first proposed by Kjer et al.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4107,NA,PMC3024228.nxml,10.1186/1471-2148-11-4,BMC Evol Biol,2,2011,Section title,Section title,," Recent studies also suggest that PI4KIIIs are essential host factors utilized by the hepatitis C virus (HCV) to remodel the intracellular matrix for virus replication and release [15,16].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4108,NA,PMC1282575.nxml,10.1186/1471-2148-5-58,BMC Evol Biol,1,2005,Section title,Section title,,", assuming bootstrap/jackknife searches with an infinite number of replicates and a confidence interval for each BS/JS frequency approaching zero width), a dataset-dependent graph can be imagined in which the bootstrap is a function of the exhaustiveness of the search.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4109,NA,PMC3001725.nxml,10.1186/1471-2148-10-361,BMC Evol Biol,2,2010,Section title,Section title,," To correctly transfer more and more genetic information between generations, the fidelity of replication has to improve as well.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4110,NA,PMC3154185.nxml,10.1186/1471-2148-11-185,BMC Evol Biol,5,2011,Section title,Section title,, It is well assessed that RCR replication needs the assistance of a helicase and a SSB protein [1].,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4111,NA,PMC1963476.nxml,10.1186/1471-2148-7-S2-S7,BMC Evol Biol,1,2007,Section title,Section title,, senhousia might reduce the possibility of metabolic damages of M-type mtDNA during early replications.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4112,NA,PMC3001725.nxml,10.1186/1471-2148-10-361,BMC Evol Biol,2,2010,Section title,Section title,," As such, our model system allows for an emergent structure on two levels: both the coding of replicators and the spatial distribution within the ecosystem.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4113,NA,PMC1852546.nxml,10.1186/1471-2148-7-46,BMC Evol Biol,2,2007,Section title,Section title,," Analyses of human and mouse genomes indicated that TEs are significantly enriched in rapidly-evolving gene classes, such as those involved in immunity and response to external stimuli but are excluded from mRNAs of highly conserved genes with basic housekeeping functions in development, transcription, replication, cell structure and metabolism [12,13].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4114,NA,PMC2676248.nxml,10.1186/1471-2148-9-52,BMC Evol Biol,8,2009,Section title,Section title,,"The first two thirds of coronavirus genome encode two large polyproteins: P1a and P1ab, which are cleaved by virus-encoded proteinases (PLpro and 3CLpro) into 16 non-structure proteins (nsp1_„_nsp16) playing important role during coronavirus replication.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4115,NA,PMC3154185.nxml,10.1186/1471-2148-11-185,BMC Evol Biol,5,2011,Section title,Section title,,"Figure 4Figure 5Figure 6Figure 7In conclusion, evidences from replication associated protein similarity and EcDNA gene organization and composition show that the sequence similarity between the Rep genes of geminiviruses and phytoplasmas do not link geminiviruses to RCR plasmids of Gram positive bacteria, rather they indicate the existence in phytoplasmas of recombinant replicons containing a Rep with a different phylogenetic history from their host bacteria, presumably horizontally acquired from geminiviruses, i.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4116,NA,PMC3154185.nxml,10.1186/1471-2148-11-185,BMC Evol Biol,5,2011,Section title,Section title,," As noticed earlier, replication associated proteins of viral RCR replicons have no significant similarity with those encoded by plasmid RCR replicons and, as shown in the principal coordinates plot of the pairwise distances of Figure 2, they are a well distinct group of proteins.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4117,NA,PMC3154185.nxml,10.1186/1471-2148-11-185,BMC Evol Biol,5,2011,Section title,Section title,," While in the most recently discovered type of EcDNAs replication is initiated by a DNA primase encoded by dnaG, type I and type II EcDNAs replicate through an RCR mechanism assisted by an EcDNA encoded replication associate protein.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4118,NA,PMC3037306.nxml,10.1186/1471-2148-11-2,BMC Evol Biol,3,2011,Section title,Section title,," Apart from furthering our understanding of the natural history of populations of self-replicating species, this effect raises the possibility of a resistance mechanism to therapies based on lethal mutagenesis, which would be distinct from and somehow complementary to drug resistance.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4119,NA,PMC2803795.nxml,10.1186/1471-2148-9-299,BMC Evol Biol,2,2009,Section title,Section title,," [8], the SSD units in humans are likely to have originated with the primordial 9 bp sequence, AGC AGC GAC, and expanded by a combination of slip replication and unequal recombination events.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4120,NA,PMC3020630.nxml,10.1186/1471-2148-10-233,BMC Evol Biol,3,2010,Section title,Section title,," There are several different processes, which may result in an internal gene duplication: (i) a slippage of the replication apparatus may lead either to a duplicated or to a deleted region, this process is happening rather frequently and is leading to duplicated areas (genes) arranged in tandem, and/or (ii) if there are already at least two closely related copies of a gene arranged in tandem, an unequal crossing-over between different copies on the two sister-chromosomes may lead to a fusion of parts of two genes (resulting in an internal duplication) on one chromosome and to a truncated copy on the other.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4121,NA,PMC2697986.nxml,10.1186/1471-2148-9-107,BMC Evol Biol,4,2009,Section title,Section title,," The main portion of mitochondrial DNA involved in transcription and replication of the heavy (H) strand in vertebrates is called the D-loop region and has been well characterised [24,27].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4122,NA,PMC2696425.nxml,10.1186/1471-2148-9-106,BMC Evol Biol,3,2009,Section title,Section title,," Ligase is not thought to physically contact the other genes in its network, merely interacting with them functionally to replicate DNA.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4123,NA,PMC1208876.nxml,10.1186/1471-2148-5-44,BMC Evol Biol,1,2005,Section title,None,,"BackgroundQuasispecies theory describes the evolution of an infinite population of asexual replicators at high mutation rate [1,2].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4124,NA,PMC3121625.nxml,10.1186/1471-2148-11-134,BMC Evol Biol,6,2011,Section title,Section title,, compacta compared to genomes of Vertebrata (the ND6 and five tRNA genes) or to the enteropneust Balanoglossus (the ND6 and six tRNA genes) suggesting that the inversion of regulatory elements lead to the inverted replication direction.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4125,NA,PMC3024937.nxml,10.1186/1471-2148-11-6,BMC Evol Biol,2,2011,Section title,Section title,," Structural and genetic studies have shown that this particular 1918 virus lacked a cleavage site in HA [7], that virulence was determined by several proteins including HA, the replication complex, NS1 and PB1-F2 [2,8], while HA and PB2 played an important role in viral transmissibility [9].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4126,NA,PMC1543664.nxml,10.1186/1471-2148-6-49,BMC Evol Biol,5,2006,Section title,Section title,, 5_„_8 MYA; although the maximum values from individual bootstrap replicates indicate that even older estimates are possible).,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4127,NA,PMC2858149.nxml,10.1186/1471-2148-10-97,BMC Evol Biol,5,2010,Section title,Section title,," The CR thus functions to maintain the integrity of the divided genome, ensuring that replication of both components can be initiated by the DNA-A-encoded Rep [10-12].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4128,NA,PMC2885392.nxml,10.1186/1471-2148-10-137,BMC Evol Biol,3,2010,Section title,Section title,," This can be fixed by using the replicator-mutator equation [13] (RME), which represents a general formulation for the evolutionary dynamics.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4129,NA,PMC1934359.nxml,10.1186/1471-2148-7-110,BMC Evol Biol,3,2007,Section title,Section title,," First introduced by Eigen [1], they represent a simple model of replicating molecular populations subject to high mutation rates and selective pressure.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4130,NA,PMC2803795.nxml,10.1186/1471-2148-9-299,BMC Evol Biol,2,2009,Section title,Section title,, They are susceptible to slip replication errors as well as unequal recombination events during meiosis such that the total number of the repeats can change in relatively few generations.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4131,NA,PMC2887408.nxml,10.1186/1471-2148-10-136,BMC Evol Biol,1,2010,Section title,Section title,," The trematode stages (parthenitae) clonally replicate and shortly begin producing free-swimming offspring (cercariae), for many seasons, over many years [29,30].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4132,NA,PMC1560396.nxml,10.1186/1471-2148-6-62,BMC Evol Biol,3,2006,Section title,Section title,,BackgroundRetrotransposons replicate intracellularly through reverse transcription of their RNA and integration of the resulting cDNA into another locus of the host genome.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4133,NA,PMC2939574.nxml,10.1186/1471-2148-10-259,BMC Evol Biol,4,2010,Section title,Section title,,"Our data suggest, that a variant similar to the replication-independent mammalian histone H3.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4134,NA,PMC1431588.nxml,10.1186/1471-2148-6-24,BMC Evol Biol,1,2006,Section title,Section title,, Differences in the fidelity of mtDNA repair and replication could have broad implications.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4135,NA,PMC2175510.nxml,10.1186/1471-2148-7-181,BMC Evol Biol,6,2007,Section title,Section title,,"As it lacks most genes for DNA replication, transcription and translation, this biological entity might be dependent on an external source for these functions.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4136,NA,PMC1282575.nxml,10.1186/1471-2148-5-58,BMC Evol Biol,1,2005,Section title,Section title,, The decrease of BS/JS (bootstrap or jackknife support) standard deviations with an increase of the number of replicates (Fig.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4137,NA,PMC3169514.nxml,10.1186/1471-2148-11-205,BMC Evol Biol,1,2011,Section title,Section title,," The methods were also compared to MRP using PAUP* [30] with the following options: maximal 1,000,000 trees in memory, 10 replications, and TBR branch swapping.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4138,NA,PMC1282575.nxml,10.1186/1471-2148-5-58,BMC Evol Biol,1,2005,Section title,Section title,, 1 graphs these intervals for support levels of __â50 and common replicate numbers.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4139,NA,PMC2291457.nxml,10.1186/1471-2148-8-61,BMC Evol Biol,3,2008,Section title,PubMed DTD,," near the origins of replication in vertebrate mt genomes, [5]) must increase the chances of convergence [5,6].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4140,NA,PMC2667178.nxml,10.1186/1471-2148-9-60,BMC Evol Biol,3,2009,Section title,Section title,," Mcm1 is a transcription factor which is not directly involved in DNA replication and will not be considered here [22,23].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4141,NA,PMC3161013.nxml,10.1186/1471-2148-11-227,BMC Evol Biol,7,2011,Section title,Section title,,"Model and TestsBelow, we will discuss our model in terms of mutations to the DNA sequence during replication, rather than translational or transcriptional errors.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4142,NA,PMC2984424.nxml,10.1186/1471-2148-10-339,BMC Evol Biol,6,2010,Section title,Section title,," Notably, increased size and condensed chromatin is a feature of other endoreplicating cells, e.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4143,NA,PMC2666652.nxml,10.1186/1471-2148-9-65,BMC Evol Biol,3,2009,Section title,Section title,," Thus, if the means of the selection lines rather than the means of the two treatments were analyzed, there was no evidence a for negative correlation between latency time and virulence among selection lines (Figure 5c), reproductive load (and thus presumably within-host replication rate) was negatively correlated with virulence among selection lines within treatments (Figure 5b) (despite a positive correlation between treatment means), and infectious load showed no clear relationship with virulence.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4144,NA,PMC2662803.nxml,10.1186/1471-2148-9-59,BMC Evol Biol,3,2009,Section title,Section title,,0066 respectively) as estimated from a more inclusive dataset of the same stages including technical replication (Renaut et al.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
20699,NA,PMC3628898.nxml,10.7717/peerj.9,Peerj,5,2013,None,PubMed DTD,1, Our results also indicate the need to report the characteristics of fixation targets in future research to aid data interpretation and replication.,2167-8359,PeerJ,PEERJ,Multidisciplinary,,
4146,NA,PMC1208876.nxml,10.1186/1471-2148-5-44,BMC Evol Biol,1,2005,Section title,None,," As a consequence, they generated interest among researchers working on RNA viruses, as these viruses were found to replicate at high mutation rates and have extremely polymorphic populations [3,12-14].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4147,NA,PMC1963476.nxml,10.1186/1471-2148-7-S2-S7,BMC Evol Biol,1,2007,Section title,Section title,," Increasing evidence indicates that replication-independent factors may be responsible for this; actually, a higher antioxidant gene-expression and a lower oxidative damage of mitochondria of females has been observed and related to estrogen production in rats [37].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4148,NA,PMC165426.nxml,10.1186/1471-2148-3-12,BMC Evol Biol,3,2003,Section title,Section title,," Replication could be, however, promoted by the simple fact that the UV-resistance of two interacting polynucleotide strands was higher than that of single strands.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4149,NA,PMC2796670.nxml,10.1186/1471-2148-9-280,BMC Evol Biol,20,2009,Section title,Section title,," How can this be? Conventional bootstrap values can greatly underestimate the amount of structure present in a large, noisy data set, because they take into account only nodes that agree completely between pseudo-replicate trees, ignoring partial agreement on those groupings [62].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4150,NA,PMC1282575.nxml,10.1186/1471-2148-5-58,BMC Evol Biol,1,2005,Section title,Section title,,", the proportion of replicates that yielded a tree containing a particular phylogenetic group.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4151,NA,PMC126258.nxml,10.1186/1471-2148-2-16,BMC Evol Biol,2,2002,Section title,Section title,," Assuming three replications of all DD-PCRs within each strain or F (r), no genetic variance within D.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4152,NA,PMC3154185.nxml,10.1186/1471-2148-11-185,BMC Evol Biol,5,2011,Section title,Section title,, Geminiviruses differ from most other plant viruses in the fact that they are single-stranded DNA (ssDNA) viruses that multiply through rolling circle replication (RCR).,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4153,NA,PMC2515104.nxml,10.1186/1471-2148-8-207,BMC Evol Biol,8,2008,Section title,PubMed DTD,,BackgroundRNA viruses replicate as mutant distributions termed viral quasispecies.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4154,NA,PMC2797020.nxml,10.1186/1471-2148-9-274,BMC Evol Biol,1,2009,Section title,Section title,, On the other hand the X4 replication rate in the model increases proportional to the overall activation of the immune system represented by the cross-reactive immune response.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4155,NA,PMC1325260.nxml,10.1186/1471-2148-5-70,BMC Evol Biol,6,2005,Section title,Section title,,"Results and discussionAncient DNA sequencesThe complete 1,143 nucleotides of the cytochrome b gene were retrieved in seven overlapping fragments (see primers in Table 1), including the 338 base pairs section between positions 14,312 and 14,649 (using Ovis as reference sequence) already retrieved in a previous work [11] and a section of 85 bp replicated in Oxford (between positions 14,399 and 14,483) (Table 2).",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4156,NA,PMC2702318.nxml,10.1186/1471-2148-9-112,BMC Evol Biol,3,2009,Section title,Section title,," For example, there are a number of cryptic plasmids that encode a single protein responsible for DNA replication, while some small viruses of the Circoviridae family bear only two genes [8,9], one for genome replication and the other one for capsid formation.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4157,NA,PMC317279.nxml,10.1186/1471-2148-3-24,BMC Evol Biol,3,2003,Section title,Section title,," However, the sequences we have determined are consistent with other published sequences of the coat and A1 proteins (Medline accession number M99039) and the replicase protein (accession number X14764).",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4158,NA,PMC2584045.nxml,10.1186/1471-2148-8-272,BMC Evol Biol,3,2008,Section title,Section title,," It has been proposed that genes that are related to the universal processes of transcription, translation and replication and known as informational genes may be less transferred than operational genes, involved in metabolism for instance [10].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4159,NA,PMC3065422.nxml,10.1186/1471-2148-11-64,BMC Evol Biol,3,2011,Section title,Section title,,"In order to investigate type I error rates, which is the proportion of replicates that rejected Hwhen it was true by construct, incongruent distance matrices were compared.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4160,NA,PMC3037306.nxml,10.1186/1471-2148-11-2,BMC Evol Biol,3,2011,Section title,Section title,," In point of fact, this phenomenon had probably been observed previously, although it was not identified as such, and was instead identified as either intermediate regions between high replication accuracy regions and error catastrophe [11] or as partial delocalization transitions to flatter regions of the sequence space [21].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4161,NA,PMC2567993.nxml,10.1186/1471-2148-8-253,BMC Evol Biol,4,2008,Section title,Section title,," In contrast, the genome of ichnoviruses is composed of multiple circular DNA molecules (25 to 105) representing a total size of 250 to 300-kbp, all of which are replicated from the wasp chromosomes.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4162,NA,PMC2939571.nxml,10.1186/1471-2148-10-250,BMC Evol Biol,6,2010,Section title,Section title,," In the Methods section, we present two weighting schemes, based on the LS and secondary bootstrapping, used to assign weights to pseudo-replicated trees.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4163,NA,PMC1796613.nxml,10.1186/1471-2148-7-S1-S4,BMC Evol Biol,3,2007,Section title,Section title,," We can thus check the adequacy of a model by actually performing simulations, and comparing the value of a pre-defined summary statistic evaluated on the true data (observed value), with the distribution obtained for this statistic under the simulated replicates (null distribution).",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4164,NA,PMC1963476.nxml,10.1186/1471-2148-7-S2-S7,BMC Evol Biol,1,2007,Section title,Section title,," F mtDNA, namely enhanced replication rate during spermatogenesis, free-radical damage to sperm, or the effect of the smaller population size of the M genome (see [13] for details).",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4165,NA,PMC1950710.nxml,10.1186/1471-2148-7-123,BMC Evol Biol,8,2007,Section title,Section title,," Despite extensive molecular studies, little is known regarding the ways in which genome architecture might affect the various aspects of genome function and evolution (including replication, transcription, and RNA/protein function, as well as rates and patterns of nucleotide evolution).",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4166,NA,PMC1934359.nxml,10.1186/1471-2148-7-110,BMC Evol Biol,3,2007,Section title,Section title,," The large heterogeneity of real quasispecies at the genetic level was confirmed by further studies, which established that RNA viruses are ensembles of mutants resulting form error-prone replication processes with average mutation rates in the range of 10-3 to 10-5 base substitutions per nucleotide copied [30].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4167,NA,PMC2806358.nxml,10.1186/1471-2148-9-302,BMC Evol Biol,3,2009,Section title,Section title,," Several other adaptive changes have occurred in only one of the replicate populations [47,48].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4168,NA,PMC2728732.nxml,10.1186/1471-2148-9-181,BMC Evol Biol,7,2009,Section title,Section title,," Fourth, replication of all the samples in two independent laboratories produced identical results.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4169,NA,PMC3003669.nxml,10.1186/1471-2148-10-378,BMC Evol Biol,5,2010,Section title,Section title,," For over 50 years, the bacteriophage –‚X174 has been a model organism in the study of DNA replication, gene regulation and virion structure, so that the molecular biology and physiology of this positive-strand, ssDNA phage is well understood [21,22].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4170,NA,PMC2806358.nxml,10.1186/1471-2148-9-302,BMC Evol Biol,3,2009,Section title,Section title,," coli, without relying on any candidate loci, and then sequencing the region in other replicate populations to determine whether they had substituted the same or similar mutations.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4171,NA,PMC1847442.nxml,10.1186/1471-2148-7-42,BMC Evol Biol,7,2007,Section title,Section title,," subobscura from 3-fold replicated laboratory thermal selection stocks -derived from the estimated Chilean epicentre (Puerto Montt) of the original New World invasion [15]- that had evolved at three constant temperature regimes during 3 years: cold (13‘çC), optimum (18‘çC) and warm (22‘çC).",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4172,NA,PMC2803795.nxml,10.1186/1471-2148-9-299,BMC Evol Biol,2,2009,Section title,Section title,, This difference is probably due to slip replication events expanding or contracting the number of the microsatellite-like SSD repeats similar to that seen within the modern human population.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4173,NA,PMC1847442.nxml,10.1186/1471-2148-7-42,BMC Evol Biol,7,2007,Section title,Section title,," The experimental design equated to a four-way factorial analysis of variance (ANOVA) with thermal selection regime and cyanine dyes (Cy3, Cy5) in a flip dye design as fixed effects, replicated populations as a random factor nested in thermal selection regime, and slide (spotted microarray) as a random factor nested in thermal selection, dye, and replicate.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4174,NA,PMC1560396.nxml,10.1186/1471-2148-6-62,BMC Evol Biol,3,2006,Section title,Section title,, In such a case it is hypothesized that the replication of a sequence containing a gene is initiated by the action of a helicase similarly to the initiation of replication of single-stranded bacteriophage.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4175,NA,PMC2927917.nxml,10.1186/1471-2148-10-205,BMC Evol Biol,9,2010,Section title,Section title,,"Because we constructed our higher diversity populations by combining different numbers of low diversity lines, our study may be viewed as a series of replicated 'genetic rescue'[49] experiments (albeit with very high immigration rates, comparable to [45]).",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4176,NA,PMC1764764.nxml,10.1186/1471-2148-6-106,BMC Evol Biol,4,2006,Section title,Section title,," Due to the particular mutation mechanism acting on these repetitive sequences by replication slippage [35,36], microsatellites are subject to frequent insertions and deletions.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4177,NA,PMC2632621.nxml,10.1186/1471-2148-9-2,BMC Evol Biol,4,2009,Section title,Section title,, 4 precisely replicates the chromosomal loci of each gene in the genome shown in Fig.,1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4178,NA,PMC2279116.nxml,10.1186/1471-2148-8-81,BMC Evol Biol,2,2008,Section title,PubMed DTD,," Additionally, species were correctly delimited in <50% of replicates simulating mtDNA sequences, suggesting that the single gene barcode approach was insufficient to delimit recently diverged species.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4179,NA,PMC1950710.nxml,10.1186/1471-2148-7-123,BMC Evol Biol,8,2007,Section title,Section title,," The regular distribution of the tRNA genes throughout the mt genome is functionally significant, and these play an important role in RNA processing of polycistrons to yield mature RNAs, transcription initiation and termination, as well as initiation of light strand replication [18].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4180,NA,PMC3123224.nxml,10.1186/1471-2148-11-140,BMC Evol Biol,2,2011,Section title,Section title,," Penny and Poole [8] later on expanded urancestral complexity to include besides translation and DNA replication, transcription, cell division, and regulatory elements of information processing, suggesting a functionally complex entity much akin to that of modern life.",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
4181,NA,PMC3154185.nxml,10.1186/1471-2148-11-185,BMC Evol Biol,5,2011,Section title,Section title,," They constitute one of the three recognized groups of episomal replicons that use RCR, the other being circular ssDNA bacteriophages, and plasmids of bacteria or archaea [1].",1471-2148,BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,PLANT & ANIMAL SCIENCE,,
